Taxon,Genus,Species,Taxon Aphia ID,Soniferous Category,Reference Aphia ID,Notes
Epigonus angustifrons,Epigonus,angustifrons,273401,Does not or is unlikely to produce sound under natural conditions,452075,
Epigonus atherinoides,Epigonus,atherinoides,273402,Does not or is unlikely to produce sound under natural conditions,452075,
Epigonus bispinosus,Epigonus,bispinosus,1493477,Does not or is unlikely to produce sound under natural conditions,452075,
Epigonus carbonarius,Epigonus,carbonarius,712710,Does not or is unlikely to produce sound under natural conditions,452075,
Epigonus cavaticus,Epigonus,cavaticus,273403,Does not or is unlikely to produce sound under natural conditions,452075,
Epigonus chilensis,Epigonus,chilensis,712711,Does not or is unlikely to produce sound under natural conditions,452075,
Epigonus constanciae,Epigonus,constanciae,126856,Does not or is unlikely to produce sound under natural conditions,452075,
Epigonus crassicaudus,Epigonus,crassicaudus,273404,Does not or is unlikely to produce sound under natural conditions,452075,
Epigonus ctenolepis,Epigonus,ctenolepis,273405,Does not or is unlikely to produce sound under natural conditions,452075,
Epigonus denticulatus,Epigonus,denticulatus,126857,Does not or is unlikely to produce sound under natural conditions,452075,
Epigonus devaneyi,Epigonus,devaneyi,273406,Does not or is unlikely to produce sound under natural conditions,452075,
Epigonus draco,Epigonus,draco,1042727,Does not or is unlikely to produce sound under natural conditions,452075,
Epigonus elegans,Epigonus,elegans,273407,Does not or is unlikely to produce sound under natural conditions,452075,
Epigonus elongatus,Epigonus,elongatus,273408,Does not or is unlikely to produce sound under natural conditions,452075,
Epigonus exodon,Epigonus,exodon,712712,Does not or is unlikely to produce sound under natural conditions,452075,
Epigonus fragilis,Epigonus,fragilis,273409,Does not or is unlikely to produce sound under natural conditions,452075,
Epigonus glossodontus,Epigonus,glossodontus,273410,Does not or is unlikely to produce sound under natural conditions,452075,
Epigonus heracleus,Epigonus,heracleus,273411,Does not or is unlikely to produce sound under natural conditions,452075,
Epigonus idai,Epigonus,idai,1493478,Does not or is unlikely to produce sound under natural conditions,452075,
Epigonus indicus,Epigonus,indicus,1465386,Does not or is unlikely to produce sound under natural conditions,452075,
Epigonus lenimen,Epigonus,lenimen,209379,Does not or is unlikely to produce sound under natural conditions,452075,
Epigonus lifouensis,Epigonus,lifouensis,835103,Does not or is unlikely to produce sound under natural conditions,452075,
Epigonus machaera,Epigonus,machaera,712713,Does not or is unlikely to produce sound under natural conditions,452075,
Epigonus macrops,Epigonus,macrops,209380,Does not or is unlikely to produce sound under natural conditions,452075,
Epigonus marimonticolus,Epigonus,marimonticolus,273412,Does not or is unlikely to produce sound under natural conditions,452075,
Epigonus marisrubri,Epigonus,marisrubri,474974,Does not or is unlikely to produce sound under natural conditions,452075,
Epigonus mayeri,Epigonus,mayeri,712714,Does not or is unlikely to produce sound under natural conditions,452075,
Epigonus notacanthus,Epigonus,notacanthus,273414,Does not or is unlikely to produce sound under natural conditions,452075,
Epigonus occidentalis,Epigonus,occidentalis,159704,Does not or is unlikely to produce sound under natural conditions,452075,
Epigonus okamotoi,Epigonus,okamotoi,1385228,Does not or is unlikely to produce sound under natural conditions,452075,
Epigonus oligolepis,Epigonus,oligolepis,159705,Does not or is unlikely to produce sound under natural conditions,452075,
Epigonus pandionis,Epigonus,pandionis,159706,Does not or is unlikely to produce sound under natural conditions,452075,
Epigonus parini,Epigonus,parini,273415,Does not or is unlikely to produce sound under natural conditions,452075,
Epigonus pectinifer,Epigonus,pectinifer,159707,Does not or is unlikely to produce sound under natural conditions,452075,
Epigonus robustus,Epigonus,robustus,209381,Does not or is unlikely to produce sound under natural conditions,452075,
Epigonus telescopus,Epigonus,telescopus,126858,Does not or is unlikely to produce sound under natural conditions,452075,
Epigonus thai,Epigonus,thai,834973,Does not or is unlikely to produce sound under natural conditions,452075,
Epigonus trunovi,Epigonus,trunovi,834974,Does not or is unlikely to produce sound under natural conditions,452075,
Epigonus tuberculatus,Epigonus,tuberculatus,835104,Does not or is unlikely to produce sound under natural conditions,452075,
Epigonus waltersensis,Epigonus,waltersensis,273416,Does not or is unlikely to produce sound under natural conditions,452075,
Epinnula magistralis,Epinnula,magistralis,280695,Does not or is unlikely to produce sound under natural conditions,452075,
Epinnula pacifica,Epinnula,pacifica,1524442,Does not or is unlikely to produce sound under natural conditions,452075,
Epiplatys annulatus,Epiplatys,annulatus,1017207,Does not or is unlikely to produce sound under natural conditions,452075,
Epiplatys ansorgii,Epiplatys,ansorgii,1012637,Does not or is unlikely to produce sound under natural conditions,452075,
Epiplatys atratus,Epiplatys,atratus,1007351,Does not or is unlikely to produce sound under natural conditions,452075,
Epiplatys barmoiensis,Epiplatys,barmoiensis,1012636,Does not or is unlikely to produce sound under natural conditions,452075,
Epiplatys biafranus,Epiplatys,biafranus,1013193,Does not or is unlikely to produce sound under natural conditions,452075,
Epiplatys bifasciatus,Epiplatys,bifasciatus,1013206,Does not or is unlikely to produce sound under natural conditions,452075,
Epiplatys cashneri,Epiplatys,cashneri,1536386,Does not or is unlikely to produce sound under natural conditions,452075,
Epiplatys chaperi,Epiplatys,chaperi,1013807,Does not or is unlikely to produce sound under natural conditions,452075,
Epiplatys chevalieri,Epiplatys,chevalieri,1026674,Does not or is unlikely to produce sound under natural conditions,452075,
Epiplatys coccinatus,Epiplatys,coccinatus,1012236,Does not or is unlikely to produce sound under natural conditions,452075,
Epiplatys dageti,Epiplatys,dageti,1014101,Does not or is unlikely to produce sound under natural conditions,452075,
Epiplatys duboisi,Epiplatys,duboisi,1013842,Does not or is unlikely to produce sound under natural conditions,452075,
Epiplatys esekanus,Epiplatys,esekanus,1013293,Does not or is unlikely to produce sound under natural conditions,452075,
Epiplatys etzeli,Epiplatys,etzeli,1009928,Does not or is unlikely to produce sound under natural conditions,452075,
Epiplatys fasciolatus,Epiplatys,fasciolatus,1012726,Does not or is unlikely to produce sound under natural conditions,452075,
Epiplatys grahami,Epiplatys,grahami,1015104,Does not or is unlikely to produce sound under natural conditions,452075,
Epiplatys guineensis,Epiplatys,guineensis,1010938,Does not or is unlikely to produce sound under natural conditions,452075,
Epiplatys hildegardae,Epiplatys,hildegardae,1012566,Does not or is unlikely to produce sound under natural conditions,452075,
Epiplatys huberi,Epiplatys,huberi,1012365,Does not or is unlikely to produce sound under natural conditions,452075,
Epiplatys infrafasciatus,Epiplatys,infrafasciatus,1020913,Does not or is unlikely to produce sound under natural conditions,452075,
Epiplatys josianae,Epiplatys,josianae,1012159,Does not or is unlikely to produce sound under natural conditions,452075,
Epiplatys lamottei,Epiplatys,lamottei,1014080,Does not or is unlikely to produce sound under natural conditions,452075,
Epiplatys longiventralis,Epiplatys,longiventralis,1017757,Does not or is unlikely to produce sound under natural conditions,452075,
Epiplatys maeseni,Epiplatys,maeseni,1014811,Does not or is unlikely to produce sound under natural conditions,452075,
Epiplatys mesogramma,Epiplatys,mesogramma,1383701,Does not or is unlikely to produce sound under natural conditions,452075,
Epiplatys multifasciatus,Epiplatys,multifasciatus,1016285,Does not or is unlikely to produce sound under natural conditions,452075,
Epiplatys neumanni,Epiplatys,neumanni,1384047,Does not or is unlikely to produce sound under natural conditions,452075,
Epiplatys njalaensis,Epiplatys,njalaensis,1012767,Does not or is unlikely to produce sound under natural conditions,452075,
Epiplatys olbrechtsi,Epiplatys,olbrechtsi,1012170,Does not or is unlikely to produce sound under natural conditions,452075,
Epiplatys phoeniceps,Epiplatys,phoeniceps,1012435,Does not or is unlikely to produce sound under natural conditions,452075,
Epiplatys roloffi,Epiplatys,roloffi,1383685,Does not or is unlikely to produce sound under natural conditions,452075,
Epiplatys ruhkopfi,Epiplatys,ruhkopfi,1012436,Does not or is unlikely to produce sound under natural conditions,452075,
Epiplatys sangmelinensis,Epiplatys,sangmelinensis,1016086,Does not or is unlikely to produce sound under natural conditions,452075,
Epiplatys sexfasciatus,Epiplatys,sexfasciatus,1021118,Does not or is unlikely to produce sound under natural conditions,452075,
Epiplatys singa,Epiplatys,singa,1026677,Does not or is unlikely to produce sound under natural conditions,452075,
Epiplatys spilargyreius,Epiplatys,spilargyreius,1017206,Does not or is unlikely to produce sound under natural conditions,452075,
Epiplatys togolensis,Epiplatys,togolensis,1524465,Does not or is unlikely to produce sound under natural conditions,452075,
Episemion krystallinoron,Episemion,krystallinoron,1008927,Does not or is unlikely to produce sound under natural conditions,452075,
Eptatretus aceroi,Eptatretus,aceroi,835217,Unknown or undetermined,452074,
Eptatretus alastairi,Eptatretus,alastairi,712370,Unknown or undetermined,452074,
Eptatretus albiderma,Eptatretus,albiderma,1493481,Unknown or undetermined,452074,
Eptatretus ancon,Eptatretus,ancon,475070,Unknown or undetermined,452074,
Eptatretus astrolabium,Eptatretus,astrolabium,712371,Unknown or undetermined,452074,
Eptatretus atami,Eptatretus,atami,313251,Unknown or undetermined,452074,
Eptatretus bischoffii,Eptatretus,bischoffii,279271,Unknown or undetermined,452074,
Eptatretus bobwisneri,Eptatretus,bobwisneri,1007247,Unknown or undetermined,452074,
Eptatretus burgeri,Eptatretus,burgeri,279272,Unknown or undetermined,452074,
Eptatretus caribbeaus,Eptatretus,caribbeaus,279273,Unknown or undetermined,452074,
Eptatretus carlhubbsi,Eptatretus,carlhubbsi,279274,Unknown or undetermined,452074,
Eptatretus cheni,Eptatretus,cheni,313253,Unknown or undetermined,452074,
Eptatretus chinensis,Eptatretus,chinensis,279275,Unknown or undetermined,452074,
Eptatretus cirrhatus,Eptatretus,cirrhatus,279276,Unknown or undetermined,452074,
Eptatretus cryptus,Eptatretus,cryptus,1042733,Unknown or undetermined,452074,
Eptatretus deani,Eptatretus,deani,279277,Unknown or undetermined,452074,
Eptatretus fernholmi,Eptatretus,fernholmi,279279,Unknown or undetermined,452074,
Eptatretus fritzi,Eptatretus,fritzi,279280,Unknown or undetermined,452074,
Eptatretus goliath,Eptatretus,goliath,279281,Unknown or undetermined,452074,
Eptatretus gomoni,Eptatretus,gomoni,712372,Unknown or undetermined,452074,
Eptatretus goslinei,Eptatretus,goslinei,1536407,Unknown or undetermined,452074,
Eptatretus grouseri,Eptatretus,grouseri,279282,Unknown or undetermined,452074,
Eptatretus hexatrema,Eptatretus,hexatrema,221466,Unknown or undetermined,452074,
Eptatretus indrambaryai,Eptatretus,indrambaryai,279283,Unknown or undetermined,452074,
Eptatretus laurahubbsae,Eptatretus,laurahubbsae,279285,Unknown or undetermined,452074,
Eptatretus longipinnis,Eptatretus,longipinnis,279286,Unknown or undetermined,452074,
Eptatretus luzonicus,Eptatretus,luzonicus,1007248,Unknown or undetermined,452074,
Eptatretus mcconnaugheyi,Eptatretus,mcconnaugheyi,279287,Unknown or undetermined,452074,
Eptatretus mccoskeri,Eptatretus,mccoskeri,279288,Unknown or undetermined,452074,
Eptatretus mendozai,Eptatretus,mendozai,279289,Unknown or undetermined,452074,
Eptatretus menezesi,Eptatretus,menezesi,279290,Unknown or undetermined,452074,
Eptatretus minor,Eptatretus,minor,279291,Unknown or undetermined,452074,
Eptatretus moki,Eptatretus,moki,475071,Unknown or undetermined,452074,
Eptatretus multidens,Eptatretus,multidens,279292,Unknown or undetermined,452074,
Eptatretus nanii,Eptatretus,nanii,279293,Unknown or undetermined,452074,
Eptatretus nelsoni,Eptatretus,nelsoni,313255,Unknown or undetermined,452074,
Eptatretus octatrema,Eptatretus,octatrema,221465,Unknown or undetermined,452074,
Eptatretus okinoseanus,Eptatretus,okinoseanus,279294,Unknown or undetermined,452074,
Eptatretus poicilus,Eptatretus,poicilus,1042734,Unknown or undetermined,452074,
Eptatretus polytrema,Eptatretus,polytrema,279295,Unknown or undetermined,452074,
Eptatretus profundus,Eptatretus,profundus,221464,Unknown or undetermined,452074,
Eptatretus sheni,Eptatretus,sheni,313256,Unknown or undetermined,452074,
Eptatretus sinus,Eptatretus,sinus,279296,Unknown or undetermined,452074,
Eptatretus springeri,Eptatretus,springeri,279297,Unknown or undetermined,452074,
Eptatretus stoutii,Eptatretus,stoutii,279298,Unknown or undetermined,452074,
Eptatretus strahani,Eptatretus,strahani,279299,Unknown or undetermined,452074,
Eptatretus strickrotti,Eptatretus,strickrotti,398223,Unknown or undetermined,452074,
Eptatretus taiwanae,Eptatretus,taiwanae,313257,Unknown or undetermined,452074,
Eptatretus walkeri,Eptatretus,walkeri,475072,Unknown or undetermined,452074,
Eptatretus wandoensis,Eptatretus,wandoensis,1523791,Unknown or undetermined,452074,
Eptatretus wayuu,Eptatretus,wayuu,279300,Unknown or undetermined,452074,
Eptatretus wisneri,Eptatretus,wisneri,279301,Unknown or undetermined,452074,
Eptatretus wisneri,Eptatretus,wisneri,398224,Unknown or undetermined,452074,
Eptatretus yangi,Eptatretus,yangi,313258,Unknown or undetermined,452074,
Eques lanceolatus,Eques,lanceolatus,1389965,Likely to produce sound under natural conditions but unconfirmed,452074,
Equetus punctatus,Equetus,punctatus,276097,Likely to produce sound under natural conditions but unconfirmed,452074,
Equulites absconditus,Equulites,absconditus,712719,Likely to produce sound under natural conditions but unconfirmed,452075,
Equulites aethopos,Equulites,aethopos,1385406,Likely to produce sound under natural conditions but unconfirmed,452075,
Equulites elongatus,Equulites,elongatus,398517,Likely to produce sound under natural conditions but unconfirmed,452075,
Equulites klunzingeri,Equulites,klunzingeri,398518,Likely to produce sound under natural conditions but unconfirmed,452075,
Equulites laterofenestra,Equulites,laterofenestra,398519,Likely to produce sound under natural conditions but unconfirmed,452075,
Equulites leuciscus,Equulites,leuciscus,398520,Likely to produce sound under natural conditions but unconfirmed,452075,
Equulites lineolatus,Equulites,lineolatus,713341,Likely to produce sound under natural conditions but unconfirmed,452075,
Equulites oblongus,Equulites,oblongus,713342,Likely to produce sound under natural conditions but unconfirmed,452075,
Equulites popei,Equulites,popei,1525437,Likely to produce sound under natural conditions but unconfirmed,452075,
Equulites rivulatus,Equulites,rivulatus,398522,Likely to produce sound under natural conditions but unconfirmed,452075,
Eremichthys acros,Eremichthys,acros,1014302,Likely to produce sound under natural conditions but unconfirmed,452075,
Eremophilus mutisii,Eremophilus,mutisii,1022920,Does not or is unlikely to produce sound under natural conditions,452075,
Erethistes nareshi,Erethistes,nareshi,1006967,Unknown or undetermined,452074,
Erethistes pusillus,Erethistes,pusillus,1021844,Unknown or undetermined,452074,
Erethistoides ascita,Erethistoides,ascita,1384333,Unknown or undetermined,452074,
Erethistoides cavatura,Erethistoides,cavatura,1009246,Unknown or undetermined,452074,
